osm_id,name,lat,lng,ward,ward_name,amenity,category,cuisine,takeaway,delivery,outdoor_seating,is_chain,opening_hours
node_7025617485,best dosa of your life,18.9533542,72.8359415,B,Mandvi,fast_food,fast_food,unknown,False,False,False,False,
node_7213603557,Gughan Veg,18.9434146,72.8249106,B,Mandvi,restaurant,restaurant,indian,False,False,False,False,
node_7278871285,Savera Fast Food,18.9428088,72.8270686,B,Mandvi,fast_food,fast_food,pizza,False,False,False,False,
node_7279287885,Krishna Murari (Veg. Treat),18.9490981,72.8287567,B,Mandvi,restaurant,restaurant,regional,False,False,False,False,
node_7280038501,GREENVEG Fresh Treat !!!!,18.9459022,72.831356,B,Mandvi,fast_food,fast_food,pizza,False,False,False,False,
node_7506793876,Al Rehmani Resturant,18.9617676,72.8317742,B,Mandvi,restaurant,restaurant,mughlai,False,False,False,False,
node_7506793877,Cafe Almas,18.9617761,72.8321931,B,Mandvi,restaurant,restaurant,mughlai,False,False,False,False,
node_7944300038,Cafe Coffee Day,18.9401785,72.8283196,B,Mandvi,cafe,cafe,coffee_shop,True,False,False,True,
node_9574698658,Sassanian,18.9427789,72.8269322,B,Mandvi,restaurant,restaurant,unknown,False,False,False,False,
node_9574735835,Cafe Excelsior,18.9375389,72.8336457,B,Mandvi,restaurant,restaurant,unknown,False,False,False,False,
node_10223815018,Good Flipping‘ Burgers,18.9439618,72.8254403,B,Mandvi,fast_food,fast_food,burger,False,False,False,False,
node_10689842806,Night Market for Street Food,18.9510615,72.8315487,B,Mandvi,fast_food,fast_food,unknown,False,False,False,False,
node_11250525037,U. K. Juice center,18.9439688,72.8284833,B,Mandvi,cafe,cafe,unknown,False,False,False,False,
node_11465204243,We Wake Cafe,18.9387195,72.8382479,B,Mandvi,cafe,cafe,unknown,False,False,False,False,
node_12843656851,B Bhagat Tarachand - Pydhonie,18.953586,72.8315292,B,Mandvi,restaurant,restaurant,indian,False,False,False,False,Mo-Su 11:00-23:30
node_13464335936,Hotel Fountain Plaza,18.9356647,72.8340885,B,Mandvi,restaurant,restaurant,unknown,False,False,False,False,
node_13700581244,Ahar Restaurant & Cafe,18.9415152,72.832065,B,Mandvi,restaurant,restaurant,unknown,False,False,False,False,
way_51937306,Cafe Universal,18.9360889,72.8376472,B,Mandvi,restaurant,restaurant,unknown,False,False,False,False,Mo-Sa 11:00-23:00; Su 16:00-23:00
way_353405023,bombay bites,18.9614552,72.8359164,B,Mandvi,cafe,cafe,coffee_shop,False,False,True,False,06:00-22:00
way_358341277,BGF - BakeGrillFry,18.9582004,72.8332812,B,Mandvi,restaurant,restaurant,chicken,False,True,False,False,Mo-Su 15:30-23:30
way_359561187,good luck resto,18.9610444,72.8366473,B,Mandvi,restaurant,restaurant,indian,False,False,False,False,
node_477241951,Golden Crown,18.9623007,72.8118145,C,Girgaon,bar,bar,unknown,False,False,False,False,
node_610270325,Ever Green,18.9598264,72.81716,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_610271821,Shriram,18.959522,72.8172244,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_705149077,Little Italy,18.9544525,72.8184244,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_714973133,Sarvi Restaurant,18.9667686,72.8291706,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 09:00-21:00
node_1704060904,New York Restaurant & Bar,18.9579491,72.8109515,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_2637278019,McDonald's,18.9680964,72.8238092,C,Girgaon,fast_food,fast_food,burger,True,False,False,True,Mo-Su 09:00-21:00
node_3306535080,Ice Cream Works,18.9546257,72.8147495,C,Girgaon,cafe,cafe,ice_cream,False,False,False,False,
node_4209578684,KFC,18.9682841,72.8226713,C,Girgaon,fast_food,fast_food,chicken,True,False,False,True,Mo-Su 11:00-22:45
node_4232929346,king Falcon,18.9613711,72.8232846,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_4657376591,Swati snacks,18.9664905,72.8134201,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 11:45-22:45
node_4844675138,Thali,18.9530787,72.8174011,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_4844675139,Paramount,18.9543399,72.8152093,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_4844675326,Domino's,18.9534131,72.8167581,C,Girgaon,fast_food,fast_food,pizza,True,False,False,True,
node_4900246921,Amar Restaurant,18.9653015,72.8127963,C,Girgaon,restaurant,restaurant,indian,True,False,False,False,Mo-Su 09:00-00:00
node_4901027721,New Ideal,18.9629206,72.8108579,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_4929463264,Baskin-Robbins,18.9666028,72.8135178,C,Girgaon,ice_cream,dessert,ice_cream,False,False,False,True,Mo-Su 11:00-00:00
node_4937125521,Shree Krishna Vegetarian Restaurant,18.9620493,72.8131613,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 07:00-00:00
node_5037185424,Balaji Fast Food,18.9724225,72.8150157,C,Girgaon,fast_food,fast_food,unknown,False,False,False,False,Mo-Su 11:00-23:00
node_5085177523,Vanakkam Vihar,18.9569492,72.8157222,C,Girgaon,restaurant,restaurant,south_indian,False,False,False,False,
node_5090943810,Tewari Brothers Mithaiwala,18.9564555,72.8159459,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 08:00-21:30
node_5283982922,Third Wave Coffee,18.9554204,72.8137657,C,Girgaon,cafe,cafe,unknown,False,False,False,False,
node_6215441085,Doolally Taproom,18.9640974,72.8077824,C,Girgaon,bar,bar,indian,False,False,False,False,
node_6356585085,Mughlai Fusion,18.9597133,72.8197009,C,Girgaon,restaurant,restaurant,chicken,False,False,False,False,
node_6494986078,Soam Restaurant,18.9574682,72.8089759,C,Girgaon,restaurant,restaurant,indian-_gujarati rajasthani chaat,False,False,False,False,
node_6614922840,The Culture House,18.9570729,72.81022,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 11:00-23:30
node_6816067581,Sardar Pav Phaji,18.9698483,72.8148737,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_6965624162,Narayan Dosa,18.9573572,72.8132718,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 12:00-23:00
node_6965624171,Mama Mia!,18.9573588,72.8132296,C,Girgaon,fast_food,fast_food,pizza,False,True,False,False,Mo-Su 11:00-23:00
node_7112155252,Oh! Calcutta,18.9725365,72.8155735,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 12:30-23:30
node_7118934813,Nityanand Fast Food,18.9572494,72.8195089,C,Girgaon,restaurant,restaurant,indian,False,True,False,False,Mo-Su 10:00-00:30
node_7213733383,Poco Loco Restaurant & Bar,18.958225,72.8112146,C,Girgaon,restaurant,restaurant,burger,False,False,False,False,
node_7499053622,Cafe Paradise,18.9618693,72.830019,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,
node_7506793879,Nilgiri,18.961654,72.8307893,C,Girgaon,restaurant,restaurant,mughlai,False,False,False,False,
node_7506793880,Alamgir Hotel,18.9617326,72.830466,C,Girgaon,restaurant,restaurant,mughlai,False,False,False,False,
node_7506854136,Laham,18.96168,72.829516,C,Girgaon,restaurant,restaurant,mughlai,False,False,False,False,
node_7506854142,Star of U.P Restaurant,18.9616225,72.8290834,C,Girgaon,restaurant,restaurant,mughlai,False,False,False,False,
node_7506854143,Nawab Seekh Paratha,18.9616408,72.8284556,C,Girgaon,fast_food,fast_food,mughlai,False,False,False,False,
node_7514380044,Zulfikar Restaurant,18.964704,72.8308951,C,Girgaon,restaurant,restaurant,mughlai,False,False,False,False,
node_9017049890,"Gama Roti, Bara Handi Shop",18.9654281,72.8302061,C,Girgaon,restaurant,restaurant,muglai,False,False,False,False,Mo-Sa 07:00-22:00
node_9663134040,JJ Jalebi,18.9616452,72.8292672,C,Girgaon,fast_food,fast_food,regional,False,False,False,False,
node_10220942701,Hotel Hindmata,18.9691612,72.8167078,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 11:00-00:00
node_10564186703,Rolex Restaurant,18.9673399,72.8287291,C,Girgaon,restaurant,restaurant,regional,False,True,False,False,Mo-Su 09:00-21:00
node_11159452449,Belgian Waffle,18.9561284,72.8131928,C,Girgaon,cafe,cafe,unknown,False,False,False,False,
node_11159468367,Canto Cafe & Bar,18.95647,72.8140224,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_11159473009,Vasant Bhuvan,18.9589107,72.8173066,C,Girgaon,cafe,cafe,unknown,False,False,False,False,
node_11375956175,Cafe Sagar,18.9668801,72.8284709,C,Girgaon,restaurant,restaurant,pizza,False,True,False,False,Mo-Su 09:00-21:00
node_11443658469,Cream Centre,18.955594,72.8133136,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,
node_11443658569,New Yorker,18.9556326,72.8132334,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,
node_11456227673,Anna Leela Veg Restaurant,18.9686154,72.8210412,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_11456230009,Central Sweets,18.9686237,72.8208979,C,Girgaon,fast_food,fast_food,unknown,False,False,False,False,
node_11456281494,Portico Restaurant and Bar,18.9664278,72.8192196,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_11542402054,Revival,18.9546757,72.8148499,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_11637734870,Belgian waffles and ice cream,18.9560118,72.8127956,C,Girgaon,cafe,cafe,unknown,False,False,False,False,
node_11962469384,7th Heaven Girgaon,18.9571447,72.8172193,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_12483967900,arfat,18.9679335,72.8268202,C,Girgaon,cafe,cafe,unknown,False,False,False,False,
node_12483986406,Ramisha,18.9672594,72.8265402,C,Girgaon,fast_food,fast_food,unknown,False,False,False,False,
node_12508947804,Starbucks coffee,18.9636696,72.8079229,C,Girgaon,cafe,cafe,coffee_shop,False,False,True,False,Mo-Su 09:00-22:00
node_12529723939,Starbucks,18.956454,72.8119758,C,Girgaon,cafe,cafe,coffee_shop,True,False,True,True,Mo-Su 09:00-21:00
node_12582378802,Shetty,18.9618863,72.8137743,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,We-Mo 08:00-22:00
node_12679813301,Gustoso,18.9640179,72.8079079,C,Girgaon,restaurant,restaurant,italian,False,False,False,False,"Mo-Su 12:00-15:00, 19:00-23:30"
node_12960706001,Juice Time,18.9559591,72.8162091,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 13:00-02:00
node_12960706002,Sante Spa Cuisine,18.9563929,72.8155788,C,Girgaon,restaurant,restaurant,salad,False,False,False,False,Mo-Su 12:00-00:00
node_13121666901,Sudama Pure Veg,18.9621211,72.8132636,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,
node_13131079894,New Heros Restaurant,18.961163,72.8132611,C,Girgaon,restaurant,restaurant,indian,True,True,False,False,Mo-Su 11:00-00:00
node_13142676701,Crystal Eastern Emporium,18.9560059,72.8120793,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,"Mo-Su 11:30-15:30, 19:00-22:30"
node_13359577801,Geeta Bhavan - Balaji,18.9652774,72.819779,C,Girgaon,restaurant,restaurant,chinese,False,False,False,False,
node_13752994701,Naturals,18.9676912,72.8202336,C,Girgaon,ice_cream,dessert,unknown,False,False,False,False,
node_13797667525,Manohar Pav Bhaji,18.955324,72.8180876,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_13797673600,The Girgaum Kitchen - Girgaon द गिरगांव किचन - गिरगांव,18.9542623,72.8214369,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
node_13863638645,Thackers,18.9537804,72.8148405,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 11:30-15:00; 19:00-23:00
node_13863638647,Asian Street Kitchen,18.9548548,72.8144865,C,Girgaon,restaurant,restaurant,asian,False,False,False,False,Mo-Su 12:00-15:30; 18:30-23:00
way_39839316,Cinnabon,18.9606984,72.81259,C,Girgaon,fast_food,fast_food,dessert,True,False,False,True,Mo-Su 07:30-00:00
way_48804708,B Merwan & Co Bakers,18.962461,72.8161899,C,Girgaon,restaurant,restaurant,unknown,False,False,False,False,
way_1354007405,sukh sagar,18.9560886,72.8124773,C,Girgaon,restaurant,restaurant,indian,False,False,False,False,Mo-Su 10:00-22:00
way_1380575750,Mumbai Bites,18.9553181,72.8188828,C,Girgaon,cafe,cafe,pizza,False,False,False,False,Mo-Sa 08:00-00:00
node_459667350,Jai Hind,18.954073,72.7976688,D,Malabar Hill,restaurant,restaurant,unknown,False,False,False,False,
node_4235550189,Dakshinayan,18.9477902,72.7973324,D,Malabar Hill,restaurant,restaurant,indian,False,False,False,False,"Mo-Sa 11:00-15:00, 18:00-23:00; Su 08:00-15:00, 18:00-23:00"
node_8138350698,Kenorita Super Market,18.943606,72.794464,D,Malabar Hill,ice_cream,dessert,unknown,False,False,False,False,
node_13697619170,The Nutcracker,18.9665434,72.8036912,D,Malabar Hill,restaurant,restaurant,unknown,False,False,False,False,
node_1977972184,Tote on the Turf,18.9819716,72.8232049,E,Byculla,restaurant,restaurant,indian,False,False,False,False,
node_4426326390,Bharat Bhuvan,18.9801621,72.8408053,E,Byculla,restaurant,restaurant,unknown,False,False,False,False,
node_4839324927,Cafe national,18.9813317,72.8271069,E,Byculla,fast_food,fast_food,chinese,False,False,False,False,
node_4839325526,Pizza sandwich,18.9814212,72.8269703,E,Byculla,fast_food,fast_food,unknown,False,False,False,False,
node_11409102369,McDonald's,18.9806543,72.8265395,E,Byculla,fast_food,fast_food,burger,True,False,False,True,
node_11581535149,Maharaja Cafe,18.9788845,72.8337008,E,Byculla,restaurant,restaurant,unknown,False,False,False,False,
node_11610878101,Blue bead cafe,18.9770886,72.8308704,E,Byculla,cafe,cafe,coffee_shop,False,False,True,False,Mo-Su 10:00-22:00
node_1977933168,Cafe Madras,19.0276726,72.8550473,FN,Sion,restaurant,restaurant,indian,False,False,False,False,"Tu-Su 07:00-14:30,16:00-22:30"
node_3048179689,Juice Center,19.0383759,72.8534092,FN,Sion,cafe,cafe,indian,False,False,False,False,
node_4844717543,Aparna,19.0453302,72.8648136,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
node_6201759585,Ayyappan Idli Stall,19.0327846,72.8544383,FN,Sion,restaurant,restaurant,indian,False,False,False,False,Mo-Su 07:00-23:00
node_6534519657,Cafe Instaa,19.0419393,72.8611885,FN,Sion,cafe,cafe,unknown,False,False,True,False,
node_8305227226,Gurukripa,19.042935,72.8618466,FN,Sion,restaurant,restaurant,indian,False,False,False,False,
node_8985928233,Hotel shraddha,19.0455368,72.8647741,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
node_9035450017,McDonald's,19.0456195,72.8635005,FN,Sion,fast_food,fast_food,burger,True,False,False,True,
node_9715914017,Radha Krishna,19.027895,72.8549919,FN,Sion,restaurant,restaurant,indian,False,False,False,True,
node_10048588853,la pinoz's pizza,19.0425753,72.8614827,FN,Sion,fast_food,fast_food,pizza,False,False,False,False,
node_11449378650,Sugar Rushh Cafe,19.042883,72.8644159,FN,Sion,cafe,cafe,unknown,False,False,False,False,
node_11449425962,Apna Hotel,19.0504142,72.8650434,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
node_11449425963,Peninsula Veg,19.0427526,72.8644885,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
node_11449425964,Hanuman Veg Restaurant,19.0419569,72.8641543,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
node_11449426487,Cheers Restro Bar,19.0471045,72.8628054,FN,Sion,bar,bar,unknown,False,False,False,False,
node_11449429775,Rehmat multi cuisine restaurant,19.0387731,72.8509166,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
node_11449434866,Mercy Hotel,19.0417268,72.85786,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
node_11449436712,Adarsh Sweets,19.0414993,72.8580789,FN,Sion,food_court,food_court,unknown,False,False,False,False,
node_11449438344,Sangam Hotel,19.0481833,72.863567,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
node_12770185420,Chay Shay,19.0274647,72.8564074,FN,Sion,cafe,cafe,unknown,True,False,False,False,
node_12770200745,Havmor,19.0272727,72.8562011,FN,Sion,ice_cream,dessert,unknown,False,False,False,True,"Mo-Fr 09:00-12:00,13:30-18:30; Sa 09:00-17:00; PH closed"
node_12770224136,Ahar Restaurant,19.0273921,72.8563206,FN,Sion,restaurant,restaurant,indian,True,False,False,True,"Mo-Su 11:00-23:00,13:30-18:30; 09:00-17:00; PH closed"
node_12770360101,Spoon Of Love Express,19.0275767,72.8557533,FN,Sion,cafe,cafe,unknown,True,False,False,True,
node_12811690387,Sal Punjab Bar,19.0470902,72.8548738,FN,Sion,bar,bar,unknown,False,False,False,False,
node_13324396403,Cafe Mysore,19.0275709,72.8554829,FN,Sion,restaurant,restaurant,unknown,False,False,False,False,
way_1346339129,Saheel Restaurant,19.0474072,72.8607298,FN,Sion,restaurant,restaurant,chinese,False,False,False,False,Mo 07:00 - 00:30 Tu - Su 07:30 - 00:30
way_1374675263,Sal Punjab Bar,19.0471011,72.8548848,FN,Sion,bar,bar,unknown,False,False,False,False,
node_2131895195,Cafe Coffee Day,19.029206,72.8382235,FS,Mahim,cafe,cafe,coffee_shop,True,False,False,True,
node_2273540883,Ganga Vihar Restaurant,19.0310254,72.845472,FS,Mahim,restaurant,restaurant,unknown,True,False,False,False,
node_4341056410,Nandadeep Biscuit Mart,19.0335066,72.8391496,FS,Mahim,fast_food,fast_food,unknown,False,False,False,False,
node_4344803101,Simply Delicious,19.0335658,72.839688,FS,Mahim,restaurant,restaurant,indian,False,False,False,False,
node_4674815089,cafe trofima,19.0282957,72.8411776,FS,Mahim,cafe,cafe,pizza,False,False,False,False,Mo-Su 10:00-22:00
node_4753990521,Barista,19.0293039,72.8379984,FS,Mahim,cafe,cafe,coffee_shop,True,False,False,True,
node_4821879686,Irani Cafe,19.0390227,72.8428163,FS,Mahim,cafe,cafe,unknown,False,False,False,False,
node_4846878576,And Chillis,19.0388685,72.8422221,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
node_4848782875,Third Wave Coffee Roasters,19.0408811,72.8461003,FS,Mahim,cafe,cafe,coffee_shop,True,True,False,True,
node_5972234787,Shahnaz Restaurant,19.0411258,72.8407666,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
node_5972241985,Delhi Darbar,19.0410076,72.8407969,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,Mo-Su 11:30-12:30
node_6984478185,The chocolate heaven,19.0316071,72.8386046,FS,Mahim,cafe,cafe,unknown,False,False,False,False,
node_9024163317,Coffee by Di Bella,19.0318344,72.8390596,FS,Mahim,cafe,cafe,unknown,False,False,False,False,
node_11294890297,Baba Falooda,19.0398561,72.8413178,FS,Mahim,ice_cream,dessert,unknown,False,False,False,False,
node_11294890306,Paramount Restaurant,19.0387603,72.8417951,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
node_11384605352,Domino's,19.0284293,72.8415765,FS,Mahim,fast_food,fast_food,pizza,True,False,False,True,
node_12126380632,Love in Langos,19.0496371,72.8300463,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
node_12775789707,Tandoor Bar and Restaurant,19.0284643,72.8440878,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
node_12788008142,Baskin-Robbins,19.0403489,72.8411541,FS,Mahim,ice_cream,dessert,ice_cream,False,False,False,True,
node_12788008143,Domino's,19.0402458,72.8411779,FS,Mahim,fast_food,fast_food,pizza,True,False,False,True,
node_12841326489,Nasir Restaurant,19.0401284,72.8394544,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
node_13235113776,Step In Family Restaurant & Bar,19.038905,72.8423594,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
node_13235113778,99 Pancakes,19.0399513,72.8416932,FS,Mahim,restaurant,restaurant,pancake,False,False,False,False,
node_13237835546,Subway,19.0410061,72.8461112,FS,Mahim,fast_food,fast_food,sandwich,True,False,False,True,
way_40739096,Goa Portuguesa,19.031794,72.840334,FS,Mahim,restaurant,restaurant,goan,False,False,False,False,
way_824809087,Dil Bahar Hotel,19.0452452,72.8466331,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
way_824809089,Shalimar,19.045423,72.8472601,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
way_824809118,The cake house,19.0451662,72.8475515,FS,Mahim,cafe,cafe,unknown,False,False,False,False,
way_824809141,Abhinandan Family Restaurant and bar,19.04559,72.8480565,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
way_824809156,Nogauri Ama Milk center,19.0454303,72.8479324,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
way_824809183,Datar Darbar,19.0448,72.8478448,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
way_824809184,Datar Darbar,19.0447549,72.8478445,FS,Mahim,restaurant,restaurant,unknown,False,False,False,False,
way_824826799,Bakery,19.045414,72.8471122,FS,Mahim,cafe,cafe,unknown,False,False,False,False,
way_1227680048,masoli,19.0286708,72.8416755,FS,Mahim,restaurant,restaurant,fish,False,False,False,False,Mo-Su 08:00-21:00
node_4674771690,Ram Ashray South Indian,19.0280158,72.8517121,GN,Dharavi,restaurant,restaurant,south_indian,False,False,False,False,"Mo-Su,PH 05:00-21:00"
node_5696882729,Anna Coffee,19.0276804,72.852878,GN,Dharavi,cafe,cafe,coffee_shop,False,False,False,False,Mo-Su 20:00-12:00
node_6367115268,A Rama Nayak's Shrikrishna Boarding,19.0273999,72.850662,GN,Dharavi,restaurant,restaurant,unknown,False,False,False,False,
node_12760272282,Sainath Dosa Center,19.0270114,72.8544232,GN,Dharavi,fast_food,fast_food,south_indian,True,False,False,False,
node_12770262735,Soufflé,19.0265362,72.8560887,GN,Dharavi,fast_food,fast_food,burger,True,False,False,False,
